age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,predicted_income
11,4,9,12,4,12,4,4,0,62,<=50K
7,4,15,9,4,6,1,4,0,38,<=50K
49,6,11,8,6,3,1,4,0,19,<=50K
17,4,7,11,4,12,4,4,0,48,<=50K
35,0,12,13,2,0,5,4,1,38,>50K
24,4,11,8,2,13,0,4,0,38,<=50K
47,0,3,1,0,0,1,4,0,38,<=50K
16,4,11,8,0,14,1,4,0,43,<=50K
56,6,5,3,2,5,0,4,0,79,<=50K
22,4,9,12,2,4,0,4,0,48,>50K
35,4,15,9,2,13,0,4,0,38,<=50K
7,4,1,6,4,14,3,4,0,37,<=50K
19,4,15,9,0,1,1,4,0,43,<=50K
0,4,6,4,4,8,4,4,0,19,<=50K
12,4,9,12,2,12,0,4,0,38,<=50K
3,4,15,9,4,12,3,2,1,13,<=50K
26,6,11,8,4,3,1,4,0,33,<=50K
7,2,15,9,4,11,3,4,1,38,<=50K
44,4,9,12,2,10,0,4,0,38,>50K
3,0,15,9,4,0,3,4,1,9,<=50K
18,4,11,8,0,1,4,4,1,38,<=50K
26,2,11,8,0,13,1,2,1,38,<=50K
10,4,9,12,4,10,1,1,0,38,<=50K
30,2,15,9,0,4,1,4,0,54,<=50K
37,4,10,15,2,10,0,4,0,43,>50K
69,2,7,11,2,1,0,1,0,19,<=50K
29,4,12,13,2,13,0,4,0,38,>50K
23,4,9,12,6,4,4,4,1,38,<=50K
13,4,13,0,4,5,1,4,0,38,<=50K
31,4,11,8,6,1,4,4,1,38,<=50K
13,4,12,13,2,4,0,4,0,43,<=50K
14,4,11,8,4,8,1,4,0,38,<=50K
5,4,11,8,4,1,3,4,0,19,<=50K
23,4,11,8,2,3,0,4,0,38,<=50K
30,4,15,9,0,1,1,4,0,38,<=50K
32,4,9,12,2,10,5,4,1,19,<=50K
1,4,11,8,4,8,3,4,0,24,<=50K
25,6,9,12,2,3,0,4,0,58,>50K
28,7,11,8,0,4,4,4,1,36,<=50K
36,6,9,12,2,10,0,4,0,48,>50K
26,2,15,9,5,3,1,2,0,38,<=50K
8,0,15,9,4,0,3,2,0,38,<=50K
16,7,15,9,5,1,3,2,0,33,<=50K
42,4,12,13,2,3,5,1,1,33,<=50K
51,0,5,3,6,0,1,4,1,14,<=50K
40,6,11,8,2,5,0,4,0,28,<=50K
23,4,15,9,0,1,4,4,1,38,<=50K
44,4,7,11,2,4,0,4,0,40,<=50K
0,4,1,6,4,8,3,2,0,19,<=50K
15,0,2,7,4,0,3,2,1,38,<=50K
17,4,9,12,2,11,0,2,0,28,<=50K
29,1,8,10,0,3,1,0,1,58,<=50K
40,4,10,15,2,13,0,4,0,38,>50K
13,4,11,8,4,3,3,4,0,48,<=50K
10,4,9,12,4,10,1,4,1,38,<=50K
22,4,15,9,0,10,1,4,1,43,<=50K
2,0,15,9,4,0,3,4,1,33,<=50K
36,2,11,8,6,8,1,4,1,28,<=50K
7,4,11,8,4,3,3,4,0,38,<=50K
37,4,4,2,3,8,4,2,1,28,<=50K
29,4,11,8,2,14,0,4,0,38,<=50K
11,2,9,12,4,10,2,4,0,48,<=50K
48,4,11,8,6,1,1,4,1,34,<=50K
59,4,11,8,2,12,0,4,0,23,<=50K
7,4,15,9,2,12,0,4,0,38,<=50K
22,4,11,8,0,4,4,4,1,43,<=50K
32,4,11,8,0,1,1,4,1,33,<=50K
29,5,8,10,0,4,4,1,1,61,<=50K
38,7,15,9,2,1,5,4,1,35,<=50K
4,4,15,9,4,6,3,4,1,38,<=50K
12,0,11,8,4,0,1,4,0,38,<=50K
39,4,0,5,4,6,1,4,0,38,<=50K
54,0,11,8,6,0,1,4,1,38,<=50K
19,4,11,8,4,1,1,2,1,38,<=50K
5,4,11,8,4,1,3,1,0,38,<=50K
44,4,12,13,2,10,0,4,0,38,>50K
39,4,5,3,4,1,1,4,0,38,<=50K
63,0,11,8,2,0,0,4,0,7,<=50K
44,4,14,14,2,4,0,4,0,19,<=50K
7,4,9,12,4,10,3,2,1,33,<=50K
14,4,11,8,4,5,1,4,0,38,<=50K
5,4,9,12,4,1,3,4,1,38,<=50K
29,4,11,8,2,12,0,4,0,38,<=50K
8,6,11,8,2,5,0,4,0,28,<=50K
26,4,11,8,2,8,0,4,0,58,<=50K
8,4,11,8,5,8,4,2,0,38,<=50K
24,4,10,15,2,10,0,4,0,48,>50K
25,6,7,11,0,3,3,0,0,33,<=50K
27,1,15,9,2,13,0,4,0,38,<=50K
10,4,9,12,4,10,4,4,1,34,<=50K
21,4,9,12,4,12,1,4,0,43,<=50K
13,4,9,12,4,12,1,4,1,28,<=50K
10,4,11,8,0,8,1,4,1,38,<=50K
3,4,2,7,4,12,1,4,1,53,<=50K
29,4,11,8,0,13,1,4,1,28,<=50K
29,4,11,8,2,14,0,4,0,42,<=50K
33,2,12,13,0,10,4,4,1,62,>50K
33,4,11,8,4,7,1,4,0,38,<=50K
1,0,11,8,4,0,3,4,1,58,<=50K
44,4,11,8,2,14,0,4,0,38,<=50K
28,7,12,13,2,10,0,4,0,38,>50K
12,4,9,12,4,1,1,1,1,38,<=50K
22,4,10,15,4,10,1,4,0,43,<=50K
14,4,9,12,2,10,0,4,0,33,<=50K
13,4,12,13,2,10,0,4,0,36,<=50K
33,6,10,15,2,10,0,4,0,38,>50K
5,4,11,8,4,7,3,4,0,38,<=50K
10,4,15,9,2,14,0,4,0,46,<=50K
4,4,15,9,4,12,3,4,1,24,<=50K
28,6,9,12,4,12,1,4,0,43,<=50K
49,4,11,8,5,7,1,2,0,38,<=50K
44,5,9,12,2,4,0,4,0,48,>50K
4,4,8,10,4,8,3,4,1,34,<=50K
52,2,0,5,2,14,0,4,0,24,<=50K
34,4,15,9,0,1,4,4,1,38,<=50K
1,4,11,8,4,1,1,4,1,38,<=50K
3,4,15,9,4,8,2,1,0,28,<=50K
21,4,9,12,2,4,0,4,0,43,<=50K
11,4,11,8,4,8,3,4,0,19,<=50K
34,4,11,8,2,3,0,4,0,38,<=50K
17,4,11,8,2,12,0,4,0,48,<=50K
34,4,10,15,2,4,0,4,0,72,>50K
24,5,6,4,2,12,5,4,1,65,<=50K
18,4,1,6,2,12,0,4,0,62,<=50K
16,4,2,7,0,7,4,2,1,38,<=50K
8,4,15,9,4,1,1,4,0,28,<=50K
11,4,9,12,4,1,1,4,1,28,<=50K
11,4,1,6,0,8,4,4,1,38,<=50K
20,4,2,7,2,12,5,1,1,31,<=50K
33,4,11,8,2,4,0,4,0,48,<=50K
8,4,2,7,2,8,5,4,1,38,<=50K
27,2,15,9,0,4,1,4,0,48,<=50K
15,4,9,12,4,1,1,4,1,46,<=50K
17,4,14,14,4,13,1,1,0,38,<=50K
24,4,9,12,2,10,5,2,1,33,<=50K
21,4,11,8,0,3,3,4,0,38,<=50K
18,4,11,8,0,8,4,4,1,28,<=50K
13,5,11,8,2,6,0,4,0,58,<=50K
10,4,7,11,4,8,1,1,1,33,<=50K
5,0,15,9,4,0,3,2,0,38,<=50K
25,2,10,15,2,4,0,4,0,41,>50K
32,2,11,8,0,1,1,4,1,9,<=50K
19,4,1,6,2,14,0,4,0,38,<=50K
6,4,15,9,5,3,3,4,0,38,<=50K
17,4,15,9,2,6,0,4,0,38,<=50K
18,4,12,13,2,4,0,1,0,62,<=50K
27,2,7,11,2,10,0,4,0,46,<=50K
17,6,11,8,2,3,0,4,0,48,<=50K
15,4,11,8,5,1,4,4,1,38,<=50K
34,4,11,8,0,12,1,4,0,43,<=50K
17,4,7,11,5,8,4,4,1,38,<=50K
21,7,11,8,0,8,4,4,1,19,<=50K
8,4,11,8,4,3,3,4,0,27,<=50K
6,0,15,9,4,0,2,4,0,38,<=50K
16,2,9,12,4,1,1,4,1,38,<=50K
15,4,5,3,0,8,4,4,1,38,<=50K
9,4,9,12,4,10,1,4,0,36,<=50K
28,5,9,12,2,7,0,4,0,58,>50K
16,7,0,5,2,8,0,4,0,38,<=50K
23,4,9,12,5,12,1,4,0,38,<=50K
22,4,15,9,0,8,1,4,1,19,<=50K
33,4,11,8,0,7,1,0,1,38,<=50K
36,2,9,12,0,10,4,4,1,55,<=50K
28,4,11,8,2,7,0,4,0,43,<=50K
41,4,9,12,0,3,3,4,1,19,<=50K
41,4,11,8,2,12,0,4,0,38,<=50K
1,4,1,6,4,8,2,2,0,19,<=50K
14,4,11,8,4,8,4,4,1,38,<=50K
25,4,10,15,4,10,1,4,0,34,<=50K
32,4,11,8,0,1,1,4,0,38,<=50K
15,4,11,8,4,3,3,4,0,38,<=50K
18,4,15,9,0,8,4,2,1,38,<=50K
24,4,3,1,2,7,0,4,0,38,<=50K
20,5,15,9,2,4,0,4,0,58,<=50K
51,4,15,9,6,8,1,4,1,19,<=50K
12,6,15,9,2,5,0,4,0,53,<=50K
2,4,11,8,4,14,3,4,0,38,<=50K
24,7,9,12,4,11,1,2,0,38,<=50K
12,4,7,11,0,12,4,4,1,38,<=50K
10,4,9,12,2,8,0,4,0,38,<=50K
15,4,15,9,2,4,0,4,0,38,<=50K
1,4,11,8,4,3,3,4,1,19,<=50K
43,4,11,8,6,7,4,4,1,38,<=50K
22,4,14,14,2,10,0,1,0,64,<=50K
4,4,1,6,4,13,3,4,1,33,<=50K
34,4,11,8,2,14,0,4,0,58,<=50K
13,4,11,8,2,1,0,4,0,38,<=50K
36,4,11,8,4,3,1,3,1,38,<=50K
20,4,11,8,0,8,1,2,1,28,<=50K
26,4,15,9,0,13,1,4,1,48,<=50K
11,4,0,5,4,5,2,4,0,33,<=50K
42,7,6,4,2,14,0,4,0,38,<=50K
12,4,8,10,0,8,4,4,1,43,<=50K
59,0,4,2,6,0,4,4,1,38,<=50K
17,4,9,12,2,10,0,4,0,58,>50K
13,4,6,4,2,3,0,4,0,38,<=50K
30,4,11,8,0,10,4,0,1,38,<=50K
31,4,9,12,2,3,0,4,0,53,>50K
33,6,9,12,2,3,0,4,0,48,>50K
58,6,11,8,0,12,1,4,0,14,<=50K
4,4,11,8,4,12,3,4,1,38,<=50K
44,6,5,3,2,14,0,4,0,28,<=50K
18,4,11,8,2,8,5,4,1,38,<=50K
16,4,11,8,2,3,0,4,0,38,<=50K
10,4,7,11,2,3,0,4,0,43,<=50K
19,6,11,8,2,5,0,4,0,58,<=50K
2,4,1,6,0,12,4,4,1,19,<=50K
1,4,2,7,4,12,3,4,1,19,<=50K
33,4,9,12,4,12,4,4,1,30,<=50K
26,4,9,12,2,12,0,4,0,53,>50K
37,4,9,12,2,4,0,4,0,38,>50K
17,2,15,9,0,1,4,4,1,33,<=50K
37,4,15,9,0,8,1,4,1,45,<=50K
32,4,11,8,4,1,1,4,1,42,<=50K
30,4,10,15,2,10,0,4,0,38,>50K
8,4,15,9,4,1,1,4,0,38,<=50K
33,2,11,8,2,4,0,4,0,40,<=50K
11,4,9,12,2,4,5,4,1,48,<=50K
14,4,11,8,2,6,0,4,0,38,<=50K
37,4,15,9,0,3,1,4,0,38,<=50K
22,4,15,9,2,4,0,4,0,38,<=50K
40,5,9,12,2,4,0,4,0,19,<=50K
9,4,15,9,4,6,1,4,0,38,<=50K
13,4,11,8,4,4,1,4,0,58,<=50K
40,4,11,8,2,12,0,4,0,38,<=50K
22,4,14,14,2,3,0,4,0,38,>50K
16,4,11,8,0,8,3,4,1,38,<=50K
5,4,11,8,2,3,0,4,0,38,<=50K
44,4,3,1,6,6,1,4,1,38,<=50K
18,4,9,12,4,1,2,4,0,38,<=50K
29,6,15,9,2,12,0,4,0,58,<=50K
3,4,11,8,2,12,3,2,0,30,<=50K
6,4,11,8,4,12,3,4,0,38,<=50K
29,2,15,9,2,11,0,4,0,65,<=50K
37,5,9,12,2,12,0,4,0,65,>50K
12,4,11,8,4,8,3,4,0,28,<=50K
19,2,15,9,2,13,0,4,0,40,<=50K
0,4,0,5,4,8,2,4,0,38,<=50K
29,4,11,8,6,1,4,4,1,41,<=50K
29,4,9,12,0,10,1,4,0,43,<=50K
17,4,11,8,4,6,1,4,0,38,<=50K
12,4,9,12,4,10,1,4,0,48,<=50K
42,0,9,12,2,0,0,4,0,38,<=50K
13,4,15,9,0,14,1,4,0,28,<=50K
40,1,11,8,5,1,2,2,1,33,<=50K
11,2,11,8,2,11,0,4,0,38,<=50K
18,5,12,13,2,10,0,1,0,38,<=50K
20,4,11,8,0,3,1,4,0,38,<=50K
21,0,11,8,2,0,5,4,1,33,<=50K
40,4,11,8,2,7,0,2,0,38,<=50K
3,4,11,8,4,1,3,4,1,38,<=50K
6,4,11,8,4,3,1,4,0,38,<=50K
6,4,15,9,4,10,1,4,0,43,<=50K
42,6,15,9,2,12,5,4,1,71,>50K
11,4,11,8,4,8,3,2,1,38,<=50K
21,4,9,12,2,3,0,4,0,43,<=50K
46,4,11,8,0,8,1,4,1,38,<=50K
8,4,9,12,4,4,3,2,0,48,<=50K
24,4,5,3,2,3,0,1,0,38,<=50K
35,4,9,12,2,10,0,4,0,38,>50K
23,4,11,8,0,14,4,4,0,43,<=50K
14,4,11,8,5,3,1,2,0,38,<=50K
11,4,15,9,2,6,0,4,0,38,<=50K
22,7,15,9,2,1,0,4,0,38,<=50K
31,6,15,9,2,3,0,0,0,38,<=50K
12,4,15,9,2,1,5,4,1,38,<=50K
13,4,15,9,2,12,5,4,1,38,<=50K
17,4,11,8,0,1,3,4,1,38,<=50K
38,5,12,13,2,4,0,4,0,58,>50K
17,4,9,12,4,8,1,4,1,33,<=50K
4,0,15,9,4,0,4,4,0,38,<=50K
6,4,11,8,4,6,3,2,0,38,<=50K
5,4,15,9,4,1,3,2,1,33,<=50K
40,4,1,6,3,3,1,4,0,38,<=50K
12,4,9,12,2,4,0,4,0,38,<=50K
19,4,11,8,2,7,0,4,0,48,<=50K
6,4,9,12,4,4,1,4,0,38,<=50K
7,6,5,3,2,3,0,4,0,38,<=50K
17,6,14,14,2,10,0,4,0,53,>50K
34,4,11,8,2,1,5,4,1,38,<=50K
22,4,15,9,0,12,4,4,1,38,<=50K
10,4,11,8,2,7,0,4,0,53,<=50K
11,7,12,13,2,4,5,4,1,38,<=50K
6,4,1,6,2,4,0,4,0,53,<=50K
58,4,0,5,6,9,1,4,1,65,<=50K
9,4,11,8,4,1,3,1,0,71,<=50K
37,4,9,12,2,12,0,4,0,38,>50K
28,2,11,8,0,1,4,4,1,33,<=50K
36,4,11,8,2,7,0,4,0,43,<=50K
7,4,8,10,4,1,1,4,0,28,<=50K
5,4,11,8,4,6,1,2,0,38,<=50K
27,4,15,9,2,12,0,4,0,48,<=50K
34,4,11,8,0,1,4,4,1,23,<=50K
19,4,11,8,4,8,1,4,1,38,<=50K
11,4,7,11,4,14,3,4,0,58,<=50K
22,4,11,8,4,1,1,4,0,38,<=50K
13,2,12,13,2,10,0,4,0,43,<=50K
3,4,15,9,4,1,3,4,1,14,<=50K
29,4,8,10,0,13,4,2,1,38,<=50K
27,4,9,12,2,10,0,4,0,38,>50K
49,0,15,9,2,0,0,4,0,48,<=50K
46,0,11,8,2,0,0,4,0,13,<=50K
13,4,11,8,5,14,1,4,0,42,<=50K
33,4,9,12,2,4,0,4,0,48,>50K
42,6,0,5,2,4,5,4,1,34,<=50K
26,4,15,9,0,3,1,4,0,38,<=50K
34,4,11,8,2,1,2,4,1,38,>50K
27,4,3,1,4,7,1,4,1,38,<=50K
21,6,12,13,2,5,0,4,0,65,>50K
24,6,14,14,2,10,0,4,0,48,>50K
21,4,15,9,5,8,4,4,1,38,<=50K
20,4,11,8,2,14,0,4,0,38,<=50K
24,2,7,11,4,4,1,4,0,38,<=50K
24,4,15,9,2,4,5,4,1,38,<=50K
32,4,11,8,0,3,1,4,0,48,<=50K
12,4,7,11,4,1,1,1,1,38,<=50K
12,4,11,8,2,3,0,4,0,38,<=50K
34,4,12,13,4,10,1,4,0,38,<=50K
46,4,6,4,2,3,0,4,0,15,<=50K
5,4,15,9,4,3,3,4,1,33,<=50K
32,5,15,9,2,14,0,4,0,48,<=50K
18,6,11,8,2,4,0,4,0,58,<=50K
5,2,15,9,4,1,1,4,1,53,<=50K
2,4,11,8,4,1,3,4,0,38,<=50K
31,5,9,12,2,4,0,4,0,38,<=50K
27,4,9,12,2,12,0,4,0,48,>50K
2,4,11,8,4,12,3,4,1,24,<=50K
4,4,11,8,3,7,3,4,1,38,<=50K
29,2,9,12,4,10,3,4,0,43,<=50K
45,6,15,9,2,5,0,4,0,71,<=50K
2,4,11,8,4,7,3,4,0,38,<=50K
42,4,11,8,0,8,1,4,1,38,<=50K
35,4,12,13,0,10,1,4,1,38,>50K
21,4,15,9,2,4,5,4,1,36,<=50K
9,4,15,9,2,7,0,2,0,38,<=50K
23,4,0,5,2,14,0,4,0,38,<=50K
26,4,12,13,6,4,4,4,0,38,<=50K
11,4,9,12,4,13,1,2,0,28,<=50K
31,4,9,12,2,4,0,4,0,43,>50K
30,4,11,8,2,3,0,1,0,58,<=50K
20,4,11,8,2,4,0,4,0,43,<=50K
22,4,12,13,0,4,4,2,1,58,<=50K
32,5,15,9,0,4,1,4,0,48,<=50K
39,0,7,11,2,0,0,4,0,19,<=50K
26,7,11,8,0,13,1,4,1,38,<=50K
26,5,15,9,2,12,0,4,0,53,<=50K
14,4,15,9,0,12,3,4,1,33,<=50K
20,4,7,11,2,10,5,4,1,12,<=50K
28,4,6,4,2,1,0,2,0,38,<=50K
30,4,9,12,2,3,0,4,0,48,>50K
48,2,11,8,2,8,0,4,0,7,<=50K
36,4,15,9,2,13,0,4,0,38,<=50K
46,6,8,10,2,8,0,4,0,43,<=50K
44,1,9,12,2,4,5,4,1,38,<=50K
19,4,11,8,2,4,0,4,0,38,<=50K
22,4,15,9,0,8,1,4,1,53,<=50K
4,4,11,8,4,6,2,4,0,36,<=50K
21,4,15,9,4,10,1,4,0,43,<=50K
44,5,9,12,5,12,1,4,1,28,<=50K
9,6,8,10,4,8,1,4,1,33,<=50K
27,4,0,5,4,12,4,3,1,33,<=50K
35,2,12,13,4,10,3,4,1,38,<=50K
21,4,11,8,4,10,1,4,1,38,<=50K
19,4,7,11,2,4,5,4,1,48,<=50K
28,4,7,11,0,3,1,4,1,53,>50K
3,4,15,9,4,8,1,4,1,19,<=50K
1,7,11,8,4,12,1,2,1,28,<=50K
12,4,9,12,4,10,1,4,0,38,<=50K
32,4,8,10,2,6,0,4,0,43,<=50K
17,2,8,10,4,3,3,4,1,38,<=50K
20,4,11,8,2,3,0,4,0,66,<=50K
21,4,9,12,0,4,1,4,1,53,>50K
28,2,9,12,2,10,0,4,0,43,>50K
44,0,9,12,0,0,1,4,1,38,<=50K
24,4,15,9,2,1,0,4,0,44,<=50K
14,1,11,8,4,6,3,4,1,38,<=50K
36,6,5,3,2,13,0,4,0,79,<=50K
32,6,11,8,0,12,1,4,0,38,<=50K
37,6,9,12,2,12,0,4,0,38,>50K
2,6,15,9,4,3,3,4,1,24,<=50K
19,2,9,12,4,10,4,4,0,38,<=50K
33,4,11,8,2,13,0,4,0,38,<=50K
6,4,15,9,4,1,1,4,0,43,<=50K
25,4,11,8,0,5,1,4,0,42,<=50K
38,5,14,14,2,4,0,4,0,48,>50K
41,4,11,8,2,3,0,4,0,48,<=50K
0,4,1,6,4,8,3,4,0,14,<=50K
12,4,9,12,4,1,1,4,1,33,<=50K
21,4,11,8,0,3,1,4,0,38,<=50K
44,6,11,8,2,3,0,4,0,50,<=50K
7,4,9,12,4,1,3,4,0,36,<=50K
10,4,15,9,2,1,5,4,1,38,<=50K
36,2,12,13,2,10,0,4,0,53,>50K
42,5,4,2,2,5,0,4,0,38,<=50K
29,4,12,13,2,4,0,4,0,43,>50K
31,4,12,13,2,10,0,4,0,38,>50K
15,4,10,15,2,10,0,4,0,62,>50K
4,4,0,5,4,8,1,4,1,33,<=50K
26,6,15,9,2,5,0,4,0,72,<=50K
17,4,15,9,5,12,1,4,0,43,<=50K
43,5,14,14,2,10,0,4,0,71,>50K
13,4,15,9,2,4,0,2,0,79,<=50K
9,4,9,12,4,4,1,4,1,48,<=50K
10,6,9,12,4,10,1,4,1,19,<=50K
0,4,6,4,4,8,3,4,0,23,<=50K
47,4,11,8,2,12,0,4,0,62,<=50K
26,1,12,13,0,11,1,4,0,58,<=50K
11,4,9,12,4,4,1,4,1,58,<=50K
28,4,9,12,2,4,0,4,0,48,>50K
4,0,15,9,4,0,3,2,0,19,<=50K
27,5,9,12,2,4,0,4,0,50,>50K
26,6,1,6,2,6,0,4,0,58,<=50K
15,4,9,12,4,10,1,4,0,48,<=50K
17,2,15,9,4,11,3,4,0,38,<=50K
19,4,8,10,0,12,4,4,1,38,<=50K
16,2,9,12,4,10,1,4,1,48,<=50K
43,4,14,14,2,10,0,4,0,15,<=50K
31,4,11,8,0,1,1,4,1,38,<=50K
6,7,15,9,4,8,1,4,0,48,<=50K
17,6,11,8,4,3,1,4,0,43,<=50K
19,4,15,9,2,12,0,2,0,48,<=50K
40,6,11,8,2,4,0,4,0,0,<=50K
27,4,15,9,0,12,4,4,1,46,<=50K
43,4,14,14,2,4,0,4,0,38,>50K
27,4,15,9,2,12,0,1,0,38,<=50K
15,4,15,9,4,1,3,2,1,38,<=50K
33,4,9,12,0,4,1,4,1,48,>50K
42,4,11,8,0,8,4,4,1,38,<=50K
0,4,0,5,4,6,2,4,0,9,<=50K
26,4,15,9,2,3,0,4,0,48,<=50K
27,4,15,9,0,4,2,4,1,43,<=50K
30,6,10,15,2,14,0,4,0,43,>50K
35,4,15,9,2,7,0,4,0,38,<=50K
9,4,7,11,4,7,2,4,1,14,<=50K
33,7,10,15,2,10,0,4,0,43,>50K
19,6,10,15,4,10,1,4,0,28,<=50K
14,4,15,9,2,4,0,4,0,62,<=50K
10,4,8,10,0,1,4,4,1,38,<=50K
26,4,15,9,4,6,1,4,0,38,<=50K
50,4,15,9,6,10,1,4,1,15,<=50K
30,4,9,12,2,1,0,4,0,38,<=50K
18,4,11,8,4,7,1,4,0,38,<=50K
11,4,11,8,2,3,0,4,0,43,<=50K
32,4,11,8,0,3,1,4,0,38,<=50K
12,4,11,8,2,7,5,4,1,38,<=50K
39,4,11,8,5,3,1,4,1,38,<=50K
9,5,2,7,2,12,0,3,0,78,<=50K
22,4,1,6,0,3,1,4,0,44,<=50K
13,2,11,8,2,1,5,4,1,38,<=50K
5,4,9,12,4,6,3,4,1,14,<=50K
35,5,15,9,2,12,0,4,0,48,<=50K
25,4,11,8,5,12,3,4,1,38,<=50K
6,4,7,11,4,1,3,4,0,38,<=50K
32,1,15,9,2,13,0,4,0,38,<=50K
10,4,9,12,4,5,1,4,0,62,<=50K
11,0,9,12,4,0,3,2,1,38,<=50K
1,0,11,8,4,0,3,1,1,36,<=50K
31,4,11,8,2,14,0,4,0,53,<=50K
10,1,15,9,2,3,0,4,0,48,<=50K
17,4,11,8,5,14,1,1,0,38,<=50K
13,4,9,12,4,10,1,2,0,43,<=50K
11,4,15,9,2,4,0,4,0,38,<=50K
12,4,15,9,0,10,3,4,1,34,<=50K
39,4,15,9,2,4,5,4,1,48,<=50K
43,4,11,8,2,3,0,4,0,38,<=50K
24,4,1,6,0,8,1,4,0,38,<=50K
29,1,8,10,2,1,0,4,0,38,<=50K
19,4,7,11,2,3,0,4,0,50,<=50K
24,4,11,8,4,14,1,4,0,38,<=50K
15,4,11,8,2,14,0,4,0,58,<=50K
42,0,11,8,2,0,0,4,0,39,<=50K
4,4,15,9,4,1,1,4,1,38,<=50K
23,4,11,8,0,3,4,4,0,38,<=50K
9,4,11,8,4,3,1,4,0,38,<=50K
33,6,10,15,2,10,0,4,0,58,>50K
9,4,11,8,4,8,3,4,1,28,<=50K
35,4,15,9,4,10,1,4,0,35,<=50K
15,1,15,9,2,13,5,4,1,38,<=50K
43,4,11,8,2,10,0,4,0,28,<=50K
2,4,0,5,4,6,3,4,0,37,<=50K
34,6,15,9,2,4,0,4,0,79,<=50K
37,4,15,9,2,3,0,4,0,38,<=50K
6,4,5,3,4,3,2,4,0,34,<=50K
34,5,11,8,2,4,0,4,0,65,<=50K
30,1,11,8,3,1,1,2,1,38,<=50K
24,2,11,8,2,3,0,4,0,38,<=50K
38,4,12,13,2,13,0,4,0,19,<=50K
7,1,11,8,4,1,1,4,1,38,<=50K
3,4,1,6,2,6,0,4,0,38,<=50K
46,6,8,10,2,5,0,4,0,38,<=50K
43,5,0,5,2,3,0,4,0,38,<=50K
14,4,8,10,2,14,0,4,0,28,<=50K
17,4,9,12,2,3,0,4,0,43,<=50K
10,4,11,8,2,3,0,4,0,38,<=50K
6,4,9,12,4,12,3,4,1,19,<=50K
14,4,8,10,2,3,0,4,0,38,<=50K
9,2,9,12,4,13,3,4,0,38,<=50K
32,4,9,12,2,8,0,4,0,38,>50K
8,4,15,9,4,12,3,4,0,40,<=50K
34,4,11,8,2,3,0,4,0,38,<=50K
18,2,8,10,2,11,0,4,0,40,<=50K
28,4,15,9,0,8,1,4,1,48,<=50K
37,4,12,13,2,12,0,4,0,38,>50K
34,2,11,8,2,11,0,4,0,65,<=50K
39,4,11,8,2,3,0,4,0,38,<=50K
31,2,11,8,2,3,0,4,0,38,<=50K
20,4,15,9,2,12,5,4,1,38,<=50K
2,4,11,8,4,8,3,4,1,14,<=50K
25,5,10,15,2,10,0,4,0,43,>50K
38,4,11,8,2,3,0,4,0,38,<=50K
12,4,11,8,5,1,3,4,1,38,<=50K
8,4,7,11,4,8,3,4,0,41,<=50K
52,4,4,2,2,1,0,4,0,38,<=50K
4,0,15,9,4,0,3,4,0,33,<=50K
5,0,5,3,4,0,4,4,1,38,<=50K
11,4,8,10,4,8,1,4,1,38,<=50K
26,4,15,9,2,3,0,4,0,38,<=50K
31,2,11,8,2,13,5,4,1,38,<=50K
2,4,11,8,4,5,1,4,0,38,<=50K
41,0,11,8,2,0,0,4,0,9,<=50K
28,4,12,13,0,14,1,4,0,46,<=50K
10,4,4,2,4,8,2,4,0,38,<=50K
5,4,11,8,4,1,4,4,1,38,<=50K
23,4,15,9,2,14,0,4,0,38,<=50K
2,4,15,9,4,6,3,4,0,38,<=50K
13,4,15,9,2,14,0,4,0,38,<=50K
9,4,11,8,4,1,1,4,1,43,<=50K
39,4,15,9,2,12,0,4,0,38,<=50K
24,4,11,8,3,10,1,1,0,38,<=50K
22,4,9,12,2,10,5,4,1,34,>50K
11,4,11,8,2,14,0,4,0,38,<=50K
47,2,6,4,4,1,2,4,0,38,<=50K
6,4,1,6,5,10,3,4,0,33,<=50K
7,4,15,9,4,4,3,4,0,19,<=50K
8,4,11,8,4,6,1,4,0,46,<=50K
9,4,1,6,2,4,0,4,0,38,<=50K
60,4,6,4,2,9,5,2,1,9,<=50K
9,7,7,11,4,1,4,2,1,38,<=50K
20,1,9,12,4,10,1,4,1,38,<=50K
5,0,8,10,4,0,3,4,0,38,<=50K
5,4,15,9,4,8,2,2,0,19,<=50K
22,6,9,12,2,5,5,4,1,48,>50K
16,4,11,8,4,7,4,2,1,38,<=50K
19,4,3,1,2,6,0,4,0,38,<=50K
6,4,15,9,4,3,1,4,0,38,<=50K
18,4,8,10,0,10,4,4,1,38,<=50K
17,4,12,13,2,4,0,4,0,38,<=50K
23,7,1,6,0,14,4,4,1,50,<=50K
9,2,9,12,4,10,3,4,1,33,<=50K
38,4,11,8,0,9,1,4,1,38,<=50K
2,4,1,6,4,3,1,4,0,54,<=50K
12,7,9,12,2,10,0,4,0,24,<=50K
46,4,11,8,2,3,0,4,0,38,<=50K
44,4,2,7,2,3,0,4,0,38,<=50K
43,4,11,8,2,8,0,1,0,28,<=50K
14,4,11,8,4,12,4,2,1,23,<=50K
14,6,11,8,2,3,0,4,0,38,<=50K
20,4,8,10,2,14,0,4,0,48,<=50K
0,4,1,6,4,1,3,4,1,19,<=50K
12,4,15,9,2,5,0,4,0,38,<=50K
